permno,date,ticker_x,comnam,tsymbol,hexcd,cusip,prc,vol,ret,bid,ask,shrout,numtrd,ewretd,mktcap,year,month,yrmo,bid_ask_spread,turnover,dollar_vol,ticker_y,russell1000,russell2000,name,r1000_wt,r2000_wt
80469,2000-05-24,PSDI,PROJECT SOFTWARE & DEV INC,PSDI,3,74339P10,18.375,114772.0,-0.051613,18.3125,18.375,21806.0,217.0,-0.00883,400685.25,2000,5,200005,0.0034071550255536627,0.2864392936850059,2108935.5,,,,,,
76123,1997-06-23,SJP,ST JOE CORP,,1,79014810,83.375,6400.0,-0.008915000000000001,82.75,84.0,30566.0,,-0.0040490000000000005,2548440.25,1997,6,199706,0.014992503748125937,0.002511340024550311,533600.0,,,,,,
78193,2004-09-09,PMTI,PALOMAR MEDICAL TECHNOLOGIES INC,PMTI,3,69752930,21.94,324985.0,-0.011266,21.92,22.01,15837.0,1545.0,0.007359,347463.78,2004,9,200409,0.004097427725927604,0.9353061202523036,7130170.9,,,,,,
78193,2003-03-12,PMTI,PALOMAR MEDICAL TECHNOLOGIES INC,PMTI,3,69752930,3.0,90624.0,-0.032257999999999995,3.0,3.04,11539.0,146.0,-0.0028190000000000003,34617.0,2003,3,200303,0.013245033112582794,2.617904497790103,271872.0,,,,,,
81074,1999-09-13,BIKE,CANNONDALE CORP,BIKE,3,13779810,9.0,16515.0,-0.006897,9.0,9.125,7491.0,40.0,-0.001343,67419.0,1999,9,199909,0.013793103448275862,0.2449606194099586,148635.0,,,,,,
81074,2000-12-11,BIKE,CANNONDALE CORP,BIKE,3,13779810,3.75,64953.0,0.034483,3.75,3.875,7515.0,42.0,0.012066,28181.25,2000,12,200012,0.032786885245901634,2.304830339321357,243573.75,,,,,,
81074,2001-03-13,BIKE,CANNONDALE CORP,BIKE,3,13779810,4.8125,3100.0,-0.025316,4.6875,4.8125,7529.0,8.0,0.005298,36233.3125,2001,3,200103,0.02631578947368421,0.08555662692998328,14918.75,,,,,,
83568,2000-03-10,TMAR,TRICO MARINE SERVICES INC,TMAR,3,89610610,6.8125,140098.0,0.048077,6.75,6.8125,20378.0,140.0,0.000308,138825.125,2000,3,200003,0.009216589861751152,1.0091689094463268,954417.625,,,,,,
83568,2002-09-12,TMAR,TRICO MARINE SERVICES INC,TMAR,3,89610610,3.26,102475.0,-0.041177,3.25,3.26,36262.0,150.0,-0.010854,118214.12,2002,9,200209,0.003072196620583652,0.8668592212165518,334068.5,,,,,,
53604,2001-06-04,GRC,GORMAN RUPP CO,,1,38308210,25.75,11300.0,-0.026465,25.65,26.0,8566.0,,0.005381,220574.5,2001,6,200106,0.013552758954501507,0.051229856579069664,290975.0,,,,,,
53604,2006-12-28,GRC,GORMAN RUPP CO,GRC,1,38308210,38.35,732700.0,0.032301,37.25,37.35,13361.0,,-0.000452,512394.35,2006,12,200612,0.002680965147453121,1.4299533162299698,28099045.0,,,,,,
78947,2006-11-08,ELS,EQUITY LIFESTYLE PROPERTIES INC,ELS,1,29472R10,48.8,61000.0,0.006186,48.76,48.85,23572.0,,0.003894,1150313.6,2006,11,200611,0.001844073353140117,0.053029017478364165,2976800.0,,,,,,
83283,2000-05-25,JDAS,J D A SOFTWARE GROUP INC,JDAS,3,46612K10,14.5,20200.0,-0.056911,14.5,14.5625,24207.0,44.0,-0.0051719999999999995,351001.5,2000,5,200005,0.004301075268817204,0.05754961161134639,292900.0,,,,,,
15721,1999-01-19,ATW,ATWOOD OCEANICS INC,,1,05009510,20.0,54500.0,-0.050445,19.375,20.5,13625.0,,0.007704000000000002,272500.0,1999,1,199901,0.056426332288401264,0.2,1090000.0,,,,,,
80926,2001-09-28,CPE,CALLON PETROLEUM CO DEL,,1,13123X10,6.8,128300.0,0.095008,6.45,6.71,13380.0,,0.0251,90984.0,2001,9,200109,0.039513677811550116,1.41013804624989,872440.0,,,,,,
80926,2000-08-10,CPE,CALLON PETROLEUM CO DEL,,1,13123X10,15.25,20300.0,-0.016129,15.1875,15.375,12269.0,,-0.004763,187102.25,2000,8,200008,0.012269938650306749,0.10849682459724562,309575.0,,,,,,
79956,1999-04-23,CGI,COMMERCE GROUP INC MASS,,1,20064110,23.75,53500.0,0.000000,23.375,23.875,36043.0,,0.007103,856021.25,1999,4,199904,0.021164021164021163,0.06249844849061866,1270625.0,,,,,,
85051,2005-12-21,WWIN,WASTE INDUSTRIES USA INC,WWIN,3,94105710,13.56,3094.0,-0.005865,13.5,13.65,13715.0,23.0,0.005357,185975.4,2005,12,200512,0.011049723756906105,0.016636608927847445,41954.64,,,,,,
88148,2005-03-08,AXYX,AXONYX INC,AXYX,3,05461R10,1.61,756454.0,0.025478,1.61,1.62,53666.0,864.0,-0.004019,86402.26000000001,2005,3,200503,0.0061919504643962895,8.755025620857602,1217890.9400000002,,,,,,
80381,2004-02-09,AVB,AVALONBAY COMMUNITIES INC,AVB,1,05348410,50.51,202700.0,-0.001779,50.38,50.43,71570.0,,0.004509,3615000.7,2004,2,200402,0.000991965082829028,0.056071911687320015,10238377.0,,,,,,
80381,2006-08-09,AVB,AVALONBAY COMMUNITIES INC,AVB,1,05348410,112.79,349100.0,0.001776,112.77,112.86,74416.0,,-0.005288,8393380.64,2006,8,200608,0.0007977662544874654,0.04159229933363298,39374989.0,,,,,,
51800,1999-10-06,MSX,MASCOTECH INC,,1,57467010,16.5,48600.0,-0.011236,16.1875,16.5625,44670.0,,0.004503,737055.0,1999,10,199910,0.022900763358778626,0.065938091458575,801900.0,,,,,,
78186,2006-07-06,PQ,PETROQUEST ENERGY INC,PQ,1,71674810,12.31,342900.0,0.017355,12.28,12.31,47393.0,,0.002125,583407.8300000001,2006,7,200607,0.0024400162667752045,0.587753510267423,4221099.0,,,,,,
45487,2003-02-11,NSH,NASHUA CORP,NSH,3,63122610,8.81,2400.0,-0.008999,8.8,8.88,5867.0,,-0.0024010000000000004,51688.27,2003,2,200302,0.009049773755656116,0.04643219825310462,21144.0,,,,,,
45487,1997-10-21,NSH,NASHUA CORP,,3,63122610,13.125,9500.0,0.0,12.9375,13.375,6631.0,,0.00912,87031.875,1997,10,199710,0.0332541567695962,0.10915541001500886,124687.5,,,,,,
22921,2001-06-04,CKP,CHECKPOINT SYSTEMS INC,,1,16282510,14.26,179600.0,0.026638,14.1,14.36,30543.0,,0.005381,435543.18,2001,6,200106,0.01827125790583273,0.4123586552313826,2561096.0,,,,,,
22921,1996-04-24,CKP,CHECKPOINT SYSTEMS INC,,1,16282510,29.625,590000.0,-0.008368,29.375,29.75,28300.0,,0.0038640000000000002,838387.5,1996,4,199604,0.012684989429175477,0.7037318662313071,17478750.0,,,,,,
22921,1996-08-08,CKP,CHECKPOINT SYSTEMS INC,,1,16282510,31.0,71900.0,0.0,30.375,31.625,33294.0,,0.001626,1032114.0,1996,8,199608,0.04032258064516129,0.06966284732112926,2228900.0,,,,,,
82598,1998-09-21,NTAP,NETWORK APPLIANCE INC,NTAP,3,64120L10,53.375,142854.0,0.011848,52.875,53.375,33959.0,189.0,-0.003714,1812561.625,1998,9,199809,0.009411764705882352,0.0788133203471082,7624832.25,,,,,,
34497,1996-05-23,NPK,NATIONAL PRESTO INDS INC,,1,63721510,41.375,6500.0,0.009146,41.0,41.625,7351.0,,0.0015550000000000002,304147.625,1996,5,199605,0.015128593040847203,0.021371200909426798,268937.5,,,,,,
34497,1998-12-16,NPK,NATIONAL PRESTO INDS INC,,1,63721510,39.9375,8700.0,-0.003120,39.625,40.125,7359.0,,0.00024300000000000002,293900.0625,1998,12,199812,0.012539184952978056,0.029601899114941495,347456.25,,,,,,
34497,1997-10-17,NPK,NATIONAL PRESTO INDS INC,,1,63721510,40.1875,8200.0,-0.033083,39.875,40.375,7354.0,,-0.011994,295538.875,1997,10,199710,0.012461059190031152,0.027745926826039383,329537.5,,,,,,
34497,1998-02-25,NPK,NATIONAL PRESTO INDS INC,,1,63721510,41.4375,22000.0,-0.007485,41.25,41.75,7354.0,,0.00657,304731.375,1998,2,199802,0.012048192771084338,0.07219473216369664,911625.0,,,,,,
83671,1999-02-23,LRW,LABOR READY INC,,1,50540120,24.125,299100.0,0.093484,23.6875,24.25,27881.0,,-0.00079,672629.125,1999,2,199902,0.02346805736636245,0.4446729837932605,7215787.5,,,,,,
83671,1996-06-20,LBOR,LABOR READY INC,LBOR,1,50540120,29.75,168635.0,-0.040323,29.75,30.25,7400.0,44.0,-0.007291,220150.0,1996,6,199606,0.016666666666666666,0.7660004542357484,5016891.25,,,,,,
82643,2006-03-22,LXK,LEXMARK INTERNATIONAL INC NEW,LXK,1,52977110,45.5,1086600.0,-0.010870,45.47,45.49,116048.0,,0.0061909999999999995,5280184.0,2006,3,200603,0.00043975373790684086,0.2057882831355877,49440300.0,,,,,,
82643,1996-07-09,LXK,LEXMARK INTERNATIONAL GROUP INC,,1,52977110,18.25,206800.0,-0.026667,18.125,18.5,69612.0,,0.000784,1270419.0,1996,7,199607,0.020477815699658702,0.1627809407762321,3774100.0,,,,,,
82643,2000-04-25,LXK,LEXMARK INTERNATIONAL GROUP INC,,1,52977110,109.5,1310399.0,0.021574,109.0625,110.125,129132.0,,0.023633,14139954.0,2000,4,200004,0.00969489592244083,0.0926734980891734,143488690.5,,,,,,
71395,1996-02-05,SMGS,SOUTHEASTERN MICHIGAN GAS ENT IN,SMGS,1,84182510,17.75,3436.0,-0.034013999999999996,17.75,18.375,11837.0,9.0,0.002938,210106.75,1996,2,199602,0.034602076124567484,0.016353591686130983,60989.0,,,,,,
76714,2001-12-04,RHB,REHABCARE GROUP INC,,1,75914810,26.2,391600.0,0.01354,26.08,26.31,17258.0,,0.011956999999999999,452159.6,2001,12,200112,0.008780301584271823,0.8660658758544549,10259920.0,,,,,,
76714,1996-02-21,RHBC,REHABCARE GROUP INC,RHBC,1,75914810,18.375,32485.0,0.0,18.125,18.5,4484.0,28.0,0.007819,82393.5,1996,2,199602,0.020477815699658702,0.3942665380157415,596911.875,,,,,,
85646,1998-01-29,RMY,DELCO REMY INTERNATIONAL INC,,1,24662610,12.625,31100.0,0.004975,12.5,12.6875,16073.0,,0.004728,202921.625,1998,1,199801,0.014888337468982632,0.15326114207886912,392637.5,,,,,,
21936,1996-03-06,PFE,PFIZER INC,,1,71708110,67.5,953900.0,-0.014599,67.25,67.5,636154.0,,0.000872,42940395.0,1996,3,199603,0.0037105751391465678,0.02221451386276256,64388250.0,,,,,,
21936,1998-06-29,PFE,PFIZER INC,,1,71708110,109.9375,5260901.0,-0.017867,109.5,110.0,1305631.0,,0.003321,143537808.0625,1998,6,199806,0.004555808656036446,0.036651674363797376,578370303.6875,,,,,,
52476,2004-03-31,EFX,EQUIFAX INC,EFX,1,29442910,25.82,630900.0,0.0078060000000000004,25.82,25.84,137926.0,,0.004052,3561249.32,2004,3,200403,0.00077429345722027,0.17715693098398402,16289838.0,,,,,,
52476,1998-11-11,EFX,EQUIFAX INC,,1,29442910,41.3125,246600.0,0.027993999999999998,41.0625,41.4375,147983.0,,-0.0007559999999999999,6113547.6875,1998,11,199811,0.00909090909090909,0.0403366445483378,10187662.5,,,,,,
85077,1999-01-11,SRT,STARTEK INC,,1,85569C10,13.0625,3000.0,0.019512,13.0,13.25,13829.0,,0.006378,180641.3125,1999,1,199901,0.01904761904761905,0.016607496693205215,39187.5,,,,,,
87445,2004-12-23,TDY,TELEDYNE TECHNOLOGIES,TDY,1,87936010,30.55,64000.0,0.002955,30.58,30.59,32666.0,,0.0034460000000000003,997946.3,2004,12,200412,0.0003269576589832128,0.06413170728725584,1955200.0,,,,,,
87445,2004-12-22,TDY,TELEDYNE TECHNOLOGIES,TDY,1,87936010,30.46,137600.0,0.005281,30.39,30.49,32666.0,,0.0037170000000000003,995006.36,2004,12,200412,0.0032851511169513102,0.1382905733386468,4191296.0,,,,,,
88651,2003-02-28,VAST,VASTERA INC,VAST,3,92239N10,4.76,73785.0,-0.040323,4.76,4.79,40615.0,154.0,0.0024,193327.4,2003,2,200302,0.006282722513089057,0.3816582646846749,351216.6,,,,,,
88651,2002-12-12,VAST,VASTERA INC,VAST,3,92239N10,5.63,41940.0,0.000000,5.62,5.63,40465.0,76.0,0.00173,227817.95,2002,12,200212,0.00177777777777774,0.1840943613091067,236122.2,,,,,,
10623,2005-11-10,FRC,FIRST REPUBLIC BANK S F,FRC,1,33615810,39.86,64500.0,0.032137,39.71,39.86,25494.0,,0.002293,1016190.84,2005,11,200511,0.0037702651753172955,0.06347232966595133,2570970.0,,,,,,
86055,2000-10-26,CANI,CARREKER CORP,CANI,3,14443310,18.75,162609.0,0.056338,18.75,18.875,18658.0,217.0,0.000763,349837.5,2000,10,200010,0.006644518272425249,0.4648129488691178,3048918.75,,,,,,
87267,2000-05-31,BLK,BLACKROCK INC,,1,09247X10,24.0625,68300.0,0.034946,23.75,24.4375,9001.0,,0.002846,216586.5625,2000,5,200005,0.028534370946822308,0.31534735678719683,1643468.75,,,,,,
87267,2004-07-28,BLK,BLACKROCK INC,BLK,1,09247X10,61.48,109100.0,-0.019301,61.65,61.66,18430.0,,-0.001939,1133076.4,2004,7,200407,0.000162192847295402,0.09628653460613952,6707468.0,,,,,,
87337,2006-06-16,PLUG,PLUG POWER INC,PLUG,3,72919P10,4.99,1444350.0,-0.032946,4.98,4.99,86020.0,2571.0,-0.005124,429239.8000000001,2006,6,200606,0.0020060180541624445,3.3649023226643937,7207306.5,,,,,,
41929,2004-11-05,CNF,C N F INC,CNF,1,12612W10,43.8,762000.0,0.011547,43.8,43.82,50939.0,,0.004761,2231128.2,2004,11,200411,0.0004565167769916258,0.34153124863017736,33375600.0,,,,,,
41929,2001-08-13,CNF,C N F INC,,1,12612W10,30.31,1772300.0,-0.037778,30.17,30.41,48804.0,,0.002532,1479249.24,2001,8,200108,0.007923407065037916,1.1981077644494853,53718413.0,,,,,,
41929,1999-01-21,CNF,CNF TRANSPORTATION INC,,1,12612W10,42.5,562400.0,0.030302999999999997,42.3125,42.6875,47796.0,,-0.0054340000000000005,2031330.0,1999,1,199901,0.008823529411764706,0.2768629420133607,23902000.0,,,,,,
87827,2006-10-05,WBSN,WEBSENSE INC,WBSN,3,94768410,23.0,605116.0,0.037906,22.99,23.0,44527.0,2983.0,0.008536,1024121.0,2006,10,200610,0.00043487714720598245,0.5908637748859754,13917668.0,,,,,,
87806,2003-10-21,RCOM,REGISTER COM INC,RCOM,3,75914G10,4.69,38384.0,0.000000,4.67,4.69,41266.0,165.0,0.004343,193537.54,2003,10,200310,0.004273504273504373,0.19832844832067206,180020.96000000005,,,,,,
67459,2001-07-13,CLE,CLAIRES STORES INC,,1,17958410,17.55,317900.0,-0.018456,17.52,17.56,45943.0,,0.003953,806299.65,2001,7,200107,0.0022805017103762343,0.3942702939285661,5579145.0,,,,,,
27430,1999-02-23,CTB,COOPER TIRE & RUBBER CO,,1,21683110,19.8125,333900.0,0.003165,19.5625,19.9375,75791.0,,-0.00079,1501609.1875,1999,2,199902,0.0189873417721519,0.2223614524867843,6615393.75,,,,,,
86047,1998-09-15,AMKR,AMKOR TECHNOLOGY INC,AMKR,3,03165210,5.9375,505756.0,0.091954,5.875,5.9375,117860.0,305.0,0.0024100000000000002,699793.75,1998,9,199809,0.01058201058201058,0.7227215161610118,3002926.25,,,,,,
32636,1998-04-24,ENER,ENERGY CONVERSION DEVICES INC,ENER,3,29265910,14.5,97240.0,-0.012766,14.4375,14.5,10830.0,109.0,-0.003394,157035.0,1998,4,199804,0.0043196544276457895,0.6192250135320152,1409980.0,,,,,,
32636,1998-12-09,ENER,ENERGY CONVERSION DEVICES INC,ENER,3,29265910,5.5,103925.0,0.000000,5.375,5.5,12559.0,97.0,0.001407,69074.5,1998,12,199812,0.02298850574712644,1.5045349586316223,571587.5,,,,,,
32636,1997-11-26,ENER,ENERGY CONVERSION DEVICES INC,ENER,3,29265910,14.890629999999998,11105.0,0.009534,14.875,15.0,10610.0,24.0,0.001513,157989.5843,1997,11,199711,0.008368200836820083,0.07028944375797057,165360.44614999995,,,,,,
11389,2001-09-28,FCTR,FIRST CHARTER CORP,FCTR,3,31943910,16.35,25114.0,0.026365,16.1,16.35,31223.0,82.0,0.0251,510496.0500000001,2001,9,200109,0.015408320493066252,0.04919528760310682,410613.9,,,,,,
11389,1996-01-19,FCTR,FIRST CHARTER CORP,FCTR,3,31943910,21.0,0.0,0.024390,20.5,21.5,6236.0,0.0,0.003974,130956.0,1996,1,199601,0.047619047619047616,0.0,0.0,,,,,,
11389,2003-05-05,FCTR,FIRST CHARTER CORP,FCTR,3,31943910,17.45,48596.0,0.000000,17.42,17.45,29991.0,218.0,0.008763,523342.95,2003,5,200305,0.001720676799541014,0.09285689240678603,848000.2,,,,,,
80942,1999-12-01,MTLG,METROLOGIC INSTRUMENTS INC,MTLG,3,59167610,11.875,2800.0,-0.151786,12.0,12.9375,5412.0,14.0,0.002382,64267.5,1999,12,199912,0.07518796992481203,0.04356789979383048,33250.0,,,,,,
80942,1999-01-06,MTLG,METROLOGIC INSTRUMENTS INC,MTLG,3,59167610,11.875,400.0,0.000000,11.5,11.875,5412.0,4.0,0.014865999999999999,64267.5,1999,1,199901,0.032085561497326213,0.006223985684832925,4750.0,,,,,,
87725,2000-10-04,III,INSTEEL INDUSTRIES INC,,1,45774W10,4.3125,1600.0,0.014706,4.125,4.625,8460.0,,-0.001517,36483.75,2000,10,200010,0.11428571428571427,0.04385514098742591,6900.0,,,,,,
87725,2002-01-03,III,INSTEEL INDUSTRIES INC,III,1,45774W10,0.61,7900.0,0.150943,0.55,0.62,8460.0,,0.012919,5160.5999999999985,2002,1,200201,0.11965811965811958,1.530829748478859,4819.0,,,,,,
80683,1996-07-30,FR,FIRST INDUSTRIAL REALTY TR INC,,1,32054K10,23.5,43700.0,0.000000,22.75,23.5,24138.0,,-0.000128,567243.0,1996,7,199607,0.032432432432432434,0.07703929356554423,1026950.0,,,,,,
11510,2006-09-08,BNHNA,BENIHANA INC,BNHNA,3,08204720,25.64,21324.0,-0.000779,25.5,25.62,7453.0,124.0,0.001332,191094.92,2006,9,200609,0.004694835680751212,0.11158852365096884,546747.36,,,,,,
11510,1997-02-03,BNHNA,BENIHANA INC,BNHNA,3,08204720,8.375,2000.0,0.015152,8.0,8.375,2516.0,3.0,0.0016079999999999998,21071.5,1997,2,199702,0.04580152671755725,0.09491493249175427,16750.0,,,,,,
77478,2002-08-14,CBK,CHRISTOPHER AND BANKS CORP,CBK,1,17104610,30.69,220200.0,0.056454,30.58,30.79,25500.0,,0.016207,782595.0,2002,8,200208,0.006843734723806449,0.2813715906695034,6757938.0,,,,,,
77478,2002-12-23,CBK,CHRISTOPHER AND BANKS CORP,CBK,1,17104610,20.48,304100.0,-0.040749,20.37,20.64,25762.0,,0.001974,527605.76,2002,12,200212,0.0131675201170446,0.5763773314377766,6227968.0,,,,,,
37955,2004-06-23,GKSRA,G & K SERVICES INC,GKSRA,3,36126810,40.03,110054.0,0.013418000000000001,40.03,40.15,19393.0,369.0,0.008442,776301.79,2004,6,200406,0.002993265153404775,0.14176703109237968,4405461.62,,,,,,
86102,1999-09-02,FII,FEDERATED INVESTORS INC PA,,1,31421110,18.5,48800.0,0.003390,18.375,18.75,84267.0,,-0.0041140000000000005,1558939.5,1999,9,199909,0.020202020202020204,0.03130333152761861,902800.0,,,,,,
54148,1999-05-05,PHM,PULTE CORP,,1,74586710,22.875,344800.0,0.00274,22.6875,23.0,43218.0,,0.001191,988611.75,1999,5,199905,0.013679890560875513,0.3487719016084929,7887300.0,,,,,,
54148,2002-10-16,PHM,PULTE HOMES INC,PHM,1,74586710,41.95,741000.0,-0.024645,41.92,41.95,61193.0,,-0.011603,2567046.35,2002,10,200210,0.0007153928699177569,0.2886585978472886,31084950.000000004,,,,,,
85611,1999-09-27,HYC,HYPERCOM CORP,,1,44913M10,8.5,11300.0,0.022556,8.3125,8.625,33100.0,,0.004928,281350.0,1999,9,199909,0.03690036900369004,0.04016349742313844,96050.0,,,,,,
11379,2002-12-04,CMRG,CASUAL MALE RETAIL GROUP INC,CMRG,3,14871110,4.12,50687.0,0.040404,4.11,4.14,35232.0,75.0,-0.004973,145155.84,2002,12,200212,0.0072727272727271175,0.3491902220399813,208830.44,,,,,,
86339,1998-09-21,TWRS,CROWN CASTLE INTERNATIONAL CORP,TWRS,1,22822710,7.0,473300.0,-0.151515,7.0,7.0625,82907.0,157.0,-0.003714,580349.0,1998,9,199809,0.008888888888888889,0.8155437503984672,3313100.0,,,,,,
86233,2002-07-17,USU,U S E C INC,USU,2,90333E10,7.53,276200.0,-0.006596,7.52,7.55,81215.0,,0.0051259999999999995,611548.9500000001,2002,7,200207,0.003981420039814233,0.4516400526891592,2079786.0,,,,,,
50972,2003-09-23,MEG,MEDIA GENERAL INC,MEG,1,58440410,63.2,35600.0,0.003175,63.1,63.34,22836.0,,0.007726999999999999,1443235.2,2003,9,200309,0.003796267004112654,0.024666804135597582,2249920.0,,,,,,
50972,1996-02-23,MEG,MEDIA GENERAL INC,,1,58440410,36.0,16300.0,0.0034840000000000006,35.5,36.25,25892.0,,0.001986,932112.0,1996,2,199602,0.020905923344947737,0.01748716892390614,586800.0,,,,,,
84571,2004-09-08,DTPI,DIAMONDCLUSTER INTERNATIONAL INC,DTPI,3,25278P10,11.25,69046.0,-0.003543,11.25,11.28,34370.0,443.0,-0.003547,386662.5,2004,9,200409,0.002663115845539224,0.1785691656160088,776767.5,,,,,,
84571,2003-04-02,DTPI,DIAMONDCLUSTER INTERNATIONAL INC,DTPI,3,25278P10,1.55,72639.0,0.000000,1.54,1.55,25339.0,120.0,0.015608000000000004,39275.45,2003,4,200304,0.0064724919093851205,1.849475944896876,112590.45,,,,,,
76272,1997-06-13,VPI,VINTAGE PETROLEUM INC,,1,92746010,32.25,163700.0,0.023810,32.0,32.5,25714.0,,0.0036130000000000003,829276.5,1997,6,199706,0.015503875968992246,0.1974009874872856,5279325.0,,,,,,
76272,1998-05-18,VPI,VINTAGE PETROLEUM INC,,1,92746010,18.0,88500.0,-0.020408,17.9375,18.0625,51636.0,,-0.008772,929448.0,1998,5,199805,0.006944444444444444,0.09521780669816923,1593000.0,,,,,,
76272,2002-05-15,VPI,VINTAGE PETROLEUM INC,VPI,1,92746010,12.48,444600.0,0.014634,12.29,12.6,63081.0,,0.000826,787250.88,2002,5,200205,0.0249096022498996,0.564750083226328,5548608.0,,,,,,
51625,1998-04-03,SRV,SERVICE CORP INTERNATIONAL,,1,81756510,43.3125,357700.0,-0.002878,43.1875,43.5625,251876.0,,0.002077,10909379.25,1998,4,199804,0.008645533141210375,0.032788300030911474,15492881.25,,,,,,
51625,2005-04-18,SCI,SERVICE CORP INTERNATIONAL,SCI,1,81756510,7.04,1990200.0,-0.0563,7.01,7.03,330339.0,,-5.1e-05,2325586.56,2005,4,200504,0.0028490028490029146,0.8557840994746718,14011008.0,,,,,,
84435,1998-01-28,RSLN,ROSLYN BANCORP INC,RSLN,3,77816210,20.78125,185368.0,0.013720,20.6875,20.8125,43027.0,184.0,0.007495999999999998,894154.84375,1998,1,199801,0.006024096385542169,0.2073108492289594,3852178.75,,,,,,
84435,1998-11-10,RSLN,ROSLYN BANCORP INC,RSLN,3,77816210,17.125,244764.0,-0.014388,17.0,17.125,41400.0,247.0,-0.002224,708975.0,1998,11,199811,0.007326007326007327,0.3452364328784513,4191583.5,,,,,,
84435,1997-05-19,RSLN,ROSLYN BANCORP INC,RSLN,3,77816210,16.9375,55556.0,-0.003676,16.75,17.0,43642.0,71.0,0.001997,739186.375,1997,5,199705,0.014814814814814815,0.07515831173159812,940979.75,,,,,,
47133,2004-02-13,CKR,C K E RESTAURANTS INC,CKR,1,12561E10,8.58,826900.0,-0.017182,8.58,8.59,57613.0,,-0.005332,494319.54,2004,2,200402,0.0011648223645893752,1.6728045992274552,7094802.0,,,,,,
75906,2006-03-02,GSBC,GREAT SOUTHERN BANCORP INC,GSBC,3,39090510,28.71,3004.0,0.0,28.7,28.8,13724.0,29.0,0.000231,394016.04,2006,3,200603,0.0034782608695652674,0.007624055101919202,86244.84,,,,,,
75906,2000-05-25,GSBC,GREAT SOUTHERN BANCORP INC,GSBC,3,39090510,16.75,8273.0,0.007519,16.75,16.875,7247.0,16.0,-0.0051719999999999995,121387.25,2000,5,200005,0.007434944237918215,0.0681537805659161,138572.75,,,,,,
75906,1997-09-17,GSBC,GREAT SOUTHERN BANCORP INC,GSBC,3,39090510,18.75,1910.0,0.0,18.5,19.0,8280.0,3.0,0.002165,155250.0,1997,9,199709,0.02666666666666667,0.012302737520128823,35812.5,,,,,,
86926,2003-09-23,TWTC,TIME WARNER TELECOM INC,TWTC,3,88731910,9.32,881968.0,0.046016,9.36,9.37,48995.0,1684.0,0.007726999999999999,456633.4,2003,9,200309,0.001067805659369972,1.9314574886550129,8219941.760000002,,,,,,
85972,2001-03-19,CRAI,CHARLES RIVER ASSOC INC,CRAI,3,15985210,9.25,3474.0,-0.013333,9.3125,9.4375,9108.0,8.0,0.009299,84249.0,2001,3,200103,0.013333333333333334,0.041234910800128186,32134.5,,,,,,
82552,2005-03-08,ASFI,ASTA FUNDING INC,ASFI,3,04622010,22.86,95201.0,-0.006950,22.89,22.91,13551.0,539.0,-0.004019,309775.86,2005,3,200503,0.0008733624454148286,0.30732220386701536,2176294.86,,,,,,
82552,1997-10-15,ASFI,ASTA FUNDING INC,ASFI,3,04622010,1.125,20000.0,-0.013699,0.96875,1.125,3945.0,3.0,-0.000331,4438.125,1997,10,199710,0.14925373134328354,4.506407548232644,22500.0,,,,,,
81162,2003-01-28,MCRL,MICREL INC,MCRL,3,59479310,8.69,734081.0,0.012820,8.69,8.72,92007.0,2146.0,0.007776000000000002,799540.83,2003,1,200301,0.003446295232625059,0.9181282211691428,6379163.89,,,,,,
84129,2004-12-02,ZION,ZIONS BANCORPORATION,ZION,3,98970110,67.75,372821.0,-0.000885,67.78,67.79,89663.0,1897.0,-0.000687,6074668.25,2004,12,200412,0.00014752526370148436,0.06137306345906215,25258622.75,,,,,,
84129,1996-03-18,ZION,ZIONS BANCORPORATION,ZION,3,98970110,72.5,42584.0,0.010453,72.25,73.0,14556.0,42.0,0.007084999999999998,1055310.0,1996,3,199603,0.010327022375215149,0.04035212402043002,3087340.0,,,,,,
77643,1996-11-21,FCF,FIRST COMMONWEALTH FINANCIAL COR,,1,31982910,18.0,9400.0,0.0,17.5,18.5,22229.0,,-6e-06,400122.0,1996,11,199611,0.05555555555555555,0.023492834685420943,169200.0,,,,,,
77643,2000-10-05,FCF,FIRST COMMONWEALTH FINANCIAL COR,,1,31982910,9.875,29400.0,0.012821,9.625,10.125,58095.0,,-0.00579,573688.125,2000,10,200010,0.05063291139240506,0.051247356741086464,290325.0,,,,,,
39087,2002-09-03,FON,SPRINT CORP,FON,1,85206110,10.6,4403400.0,-0.086207,10.6,10.61,892787.0,,-0.02348,9463542.2,2002,9,200209,0.0009429514380009227,0.4653014597430548,46676040.0,FON,1.0,0.0,SPRINT FON GROUP,0.001043,0.0
39087,2003-11-14,FON,SPRINT CORP,FON,1,85206110,15.38,2124000.0,-0.010296,15.37,15.38,903168.0,,-0.006905,13890723.84,2003,11,200311,0.0006504065040651422,0.15290779835991616,32667120.0,,,,,,
76639,1998-09-09,TSS,TOTAL SYSTEM SERVICES INC,,1,89190610,17.4375,28200.0,-0.017606,17.125,17.625,194024.0,,-0.012019,3383293.5,1998,9,199809,0.02877697841726619,0.008335073501604279,491737.5,,,,,,
76639,1996-07-19,TSS,TOTAL SYSTEM SERVICES INC,,1,89190610,22.25,11100.0,0.0,22.0,22.5,129288.0,,-0.000974,2876658.0,1996,7,199607,0.02247191011235955,0.003858644301825243,246975.0,,,,,,
