PERMNO,date,SICCD,NCUSIP,TICKER,COMNAM,TSYMBOL,PERMCO,HEXCD,CUSIP,PRC,VOL,RET,BID,ASK,SHROUT,NUMTRD,ewretd
52265,2002-03-06,6022,33747710,FVB,FIRST VIRGINIA BANKS INC,FVB,20724,1,33747710,54.62,39100.0,0.013358,54.3,54.83,47814.0,,0.012604
82584,1999-03-31,6280,46191510,IFIN,INVESTORS FINANCIAL SERVS CORP,IFIN,14112,3,46191510,28.75,62574.0,-0.066937,28.75,28.9375,13484.0,46.0,-0.001825
85992,2006-05-15,7370,56275010,MANH,MANHATTAN ASSOCIATES INC,MANH,16065,3,56275010,20.28,218079.0,0.014000,20.28,20.29,27465.0,1466.0,-0.008804000000000001
75034,1996-02-26,1389,05722410,BHI,BAKER HUGHES INC,,20253,3,05722G10,26.625,545600.0,0.000000,26.5,27.0,142267.0,,-0.001441
79080,2000-05-22,6020,15579210,CVBK,CENTRAL VIRGINIA BANKSHARES INC,CVBK,12079,3,15579210,9.25,250.0,0.020690,8.875,9.25,1927.0,1.0,-0.015313
83765,1997-02-12,8070,45766Q10,IHSC,INSIGHT HEALTH SERVICES CORP,IHSC,14817,3,45766Q10,5.0,14820.0,0.052632,4.875,5.0,2710.0,8.0,0.006792
89385,2003-06-19,4812.0,03939270,,ARCH WIRELESS INC,,11287,3,03939270,,,B,,,19800.0,,-0.006852
33575,1996-02-06,4924,29677210,ECGC,ESSEX COUNTY GAS CO,ECGC,5831,3,29677210,26.75,600.0,0.014218,26.0,27.0,1607.0,3.0,0.0037670000000000004
87189,2002-08-29,3669,89969010,TMWD,TUMBLEWEED COMMUNICATIONS CORP,TMWD,16705,3,89969010,1.1644,14500.0,-0.006654,1.12,1.18,30926.0,22.0,0.003511
88742,2005-01-13,4813,82312B10,SHEN,SHENANDOAH TELECOM COMPANY,SHEN,40213,3,82312B10,25.88,22141.0,-0.006144,26.2,26.73,7630.0,92.0,-0.002709
84826,2001-10-26,1311,25189P20,DVXE,DEVX ENERGY INC,DVXE,15486,3,25189P20,7.0,100520.0,0.000000,6.99,7.04,12650.0,48.0,0.00722
13304,2003-10-03,7372,02735210,AMSY,AMERICAN MANAGEMENT SYSTEMS INC,AMSY,249,3,02735210,13.23,161049.0,0.017692,13.18,13.23,42352.0,659.0,0.009748999999999999
87421,2000-03-01,6030,86816110,SUFI,SUPERIOR FINANCIAL CORP,SUFI,16809,3,86816110,8.375,14100.0,-0.082192,8.25,9.0,9985.0,23.0,0.014015000000000001
88830,2002-03-08,3629,14888410,CESI,CATALYTICA ENERGY SYSTEMS INC,CESI,41055,3,75845J10,4.02,66142.0,0.052356,4.0,4.02,17463.0,67.0,0.008684
81854,1996-09-06,3570,23252210,CBXC,CYBEX CORP,CBXC,13886,3,23252210,14.5,1200.0,0.000000,14.5,15.0,5504.0,4.0,0.006743000000000001
84325,2001-10-22,2090,73281310,SNAK,POORE BROTHERS INC,SNAK,15210,3,46121210,2.85,15500.0,0.063433,2.86,2.95,15043.0,33.0,0.008011
87344,2001-10-23,7370,80409910,SIFY,SATYAM INFOWAY LTD,SIFY,17206,3,82655M10,1.1,44420.0,-0.026549,1.1,1.12,23734.0,71.0,0.000496
65306,1996-09-03,7213,90470810,UNF,UNIFIRST CORP,,6051,1,90470810,20.5,400.0,0.0,20.5,20.75,7886.0,,-0.003746
82678,2000-09-13,5160,18449C10,,CLEAN DIESEL TECHNOLOGIES INC,,14266,3,12514V20,,,B,,,2517.0,,0.000306
77063,1996-03-29,8051,42193710,HCR,HEALTH CARE & RETRMENT CORP DEL,,29110,1,56405510,37.75,173600.0,-0.0033,37.5,38.0,30840.0,,0.00847
76639,1996-07-19,6153,89190610,TSS,TOTAL SYSTEM SERVICES INC,,6278,1,89190610,22.25,11100.0,0.0,22.0,22.5,129288.0,,-0.000974
12266,2004-03-17,2836,71366110,PPHM,PEREGRINE PHARMACEUTICALS INC,PPHM,9899,3,05368M10,2.25,657647.0,0.036866,2.23,2.24,141268.0,675.0,0.013406999999999999
56936,1996-04-18,6723,41012310,JHS,HANCOCK JOHN INCOME SECS TR,,20873,1,41012310,15.125,6600.0,0.000000,14.875,15.25,10205.0,,0.006817
83120,2001-11-19,3530,19933310,CMCO,COLUMBUS MCKINNON CORP NY,CMCO,14387,3,19933310,7.9801,4500.0,-0.003857,7.97,8.05,14895.0,18.0,0.011593000000000001
70770,1999-07-12,6723,49857710,KBA,KLEINWORT BENSON AUSTRALIAN FD,,21060,1,26157B10,6.6875,12300.0,0.000000,6.5,6.875,11955.0,,0.002673
11598,1996-04-18,6710,74046610,PBKC,PREMIER BANKSHARES CORP,PBKC,9423,3,74046610,18.25,1150.0,0.0,17.5,19.0,6650.0,3.0,0.006817
10961,1997-01-07,6710,15133T10,CEBC,CENTENNIAL BANCORP,CEBC,8834,3,15133T10,15.75,7840.0,0.000000,15.375,15.75,6535.0,12.0,0.007338
44565,1997-08-25,7372,45815310,INAI,INTELLICORP INC,INAI,6704,3,45815310,4.375,42196.0,0.044775999999999996,4.3125,4.375,12940.0,37.0,0.0049380000000000005
62260,1998-06-12,3825,37244710,GEN,GENRAD INC,,2003,1,37244710,18.375,333300.0,0.076923,,,28818.0,,-0.006332
59483,2006-01-10,4213,98424910,YRCW,Y R C WORLDWIDE INC,YRCW,5037,3,98551010,48.52,420641.0,-0.003901,48.51,48.52,57292.0,1877.0,0.004278
83741,2002-08-06,6020,13033410,CIBN,CALIFORNIA INDEPENDENT BANCORP,CIBN,14855,3,13033410,21.14,100.0,0.027460,20.0,21.15,2117.0,1.0,0.02154
90435,2005-09-09,3674.0,35687M20,FSL,FREESCALE SEMICONDUCTOR INC,FSLB,45382,1,35687M20,24.28,1351700.0,0.002891,24.27,24.3,269979.0,,0.005853
11154,1996-02-28,3670,71940510,PLAB,PHOTRONICS INC,PLAB,9010,3,71940510,23.25,65993.0,0.021978,22.75,23.25,11632.0,89.0,0.0034590000000000003
84808,2006-08-18,4410,40262910,GMRK,GULFMARK OFFSHORE INC,GMRK,1957,1,40262920,30.67,114665.0,-0.001952,30.66,30.67,20639.0,869.0,0.002935
75509,1997-01-07,6710,86473910,SUBK,SUFFOLK BANCORP,SUBK,8451,1,86473910,39.25,8300.0,-0.012579,38.75,40.25,3805.0,8.0,0.007338
76616,1998-06-17,5411,50046730,AHO,KONINKLIJKE AHOLD N V,,10882,1,50046740,30.625,45400.0,0.00823,30.375,30.875,8237.0,,0.010079000000000001
42439,2001-03-15,2522,43809210,HNI,HON INDUSTRIES INC,,2191,1,40425110,23.26,102600.0,-0.001288,,,60202.0,,-0.000251
89947,2006-05-24,6726,09250N10,BDV,BLACKROCK DIVIDEND ACHIEVERS TR,BDV,44701,1,09250N10,12.79,119900.0,0.007087,12.7,12.75,54518.0,,-0.004145
82688,1998-12-17,3840,71713J10,PHAR,PHARMANETICS INC,PHAR,14211,3,71713J10,5.375,12331.0,-0.022727,5.0,5.375,7437.0,13.0,0.005124
89621,2004-08-02,4813,87960M10,TLSN,TELIASONERA A B,TLSN,43787,3,87960M10,21.711,25381.0,-0.013136,21.71,22.05,1335.0,27.0,-0.0013050000000000002
47626,2004-03-16,6331,12611710,CNA,C N A FINANCIAL CORP,CNA,20363,1,12611710,27.13,106800.0,0.002957,27.15,27.16,223617.0,,-0.00122
91556,2005-03-01,5650.0,77829610,ROST,ROSS STORES INC,ROST,7684,3,77829610,28.24,1438031.0,0.008571,28.28,28.25,146789.0,5636.0,0.0047350000000000005
89589,2004-07-01,6726,27828E10,EIF,EATON VANCE INS FL MUN BD FD,EIF,43701,2,27828E10,13.15,7100.0,0.013097,13.1,13.2,2561.0,,-0.007867
77579,1997-09-25,3843,87114F10,SYB,SYBRON INTERNATIONAL CORP,,22808,1,03760A10,42.5625,40400.0,-0.007289,42.4375,42.6875,48059.0,,0.00237
83830,1997-09-23,2835,81631R10,SLF,SELFCARE INC,,31716,2,46126810,11.4375,8200.0,-0.031746,11.25,11.625,8422.0,,0.001109
90399,2006-08-10,6035.0,04842510,ACFC,ATLANTIC COAST FED CORP,ACFC,45707,3,04842610,16.72,5610.0,-0.004169,16.73,16.82,14147.0,18.0,0.002548
88351,2006-01-17,2834.0,45766920,INSM,INSMED INC,INSM,37726,3,45766930,2.75,2418246.0,0.061776,2.75,2.76,66526.0,2879.0,-0.002867
80460,2006-07-14,2522.0,60685010,MITY,MITY ENTERPRISES INC,MITY,13031,3,60685010,17.59,1760.0,0.002279,17.55,17.72,3713.0,11.0,-0.0068909999999999996
88352,2006-08-17,3842.0,46120E60,ISRG,INTUITIVE SURGICAL INC,ISRG,37727,3,46120E60,97.0,691443.0,0.000516,96.93,97.0,36793.0,3849.0,0.003179
88403,2002-08-19,6726,46428767,IWZ,ISHARES TRUST,IWZ,37493,3,46428767,31.84,13900.0,0.024124,31.65,31.85,1200.0,,0.011822
86793,1999-09-07,6020,98430810,YAVY,YADKIN VALLEY BANK & TRUST CO,YAVY,16427,1,98430510,17.0,1200.0,-0.032028,16.625,16.75,3704.0,3.0,0.001397
87529,2001-04-19,4922,04939210,APL,ATLAS PIPELINE PARTNERS L P,,36608,1,04939210,28.74,95700.0,-0.102436,28.4,28.85,1621.0,,0.015588
87122,2000-05-15,7380.0,87426310,TCTY,TALK CITY INC,TCTY,35213,3,87426310,2.75,58055.0,-0.022222,2.75,2.84375,24988.0,102.0,0.004772
80464,1997-03-06,3820.0,67052E10,NUMR,NUMAR CORP,NUMR,12999,3,67052E10,16.75,87050.0,0.000000,16.5,17.25,8390.0,6.0,0.00011200000000000001
11353,1998-08-07,2060,89078610,TOPP,TOPPS COMPANY INC,TOPP,9198,3,89078610,2.8125,68800.0,0.046512,2.75,2.8125,46400.0,28.0,0.013576
87478,2000-09-12,3820,13087610,CALP,CALIPER TECHNOLOGIES CORP,CALP,17522,3,13087210,59.875,219107.0,0.006303,59.8125,59.875,21211.0,255.0,-0.002043
10942,2000-09-25,3661,20586240,CMVT,COMVERSE TECHNOLOGY INC,CMVT,8818,3,20586240,94.875,1970555.0,0.012675,94.875,94.9375,164643.0,4231.0,-0.004162
90936,2006-03-17,6726.0,73935X69,PPA,POWERSHARES E T F TRUST,PPA,44072,4,46137V10,17.07,114100.0,0.008269,17.05,17.07,3900.0,,0.001734
83317,1999-05-04,2830,86805910,SUPG,SUPERGEN INC,SUPG,14432,3,04624B10,13.875,222992.0,0.027778,13.8125,14.0,21095.0,188.0,-0.0019809999999999997
86759,2001-06-18,1311,74837R10,KWK,QUICKSILVER RESOURCES INC,,35017,1,74837R10,16.45,94500.0,-0.079978,16.35,16.5,18604.0,,-0.012842
76477,2005-07-21,3483,01880410,ATK,ALLIANT TECHSYSTEMS INC,ATK,26112,1,68557N10,74.27,281500.0,-0.002418,74.24,74.25,37106.0,,-0.004299
88280,2002-08-16,6036,08468010,BHL,BERKSHIRE HILLS BANCORP INC,BHL,37659,1,08468010,25.2,10500.0,0.034908,25.03,25.2,6237.0,,0.006803
12040,1997-07-29,5310,46614520,JGIN,J G INDUSTRIES INC,JGIN,7708,3,46614520,-1.625,0.0,0.0,1.25,2.0,1061.0,0.0,0.001556
84578,2004-07-06,6022,20363C10,CYL,COMMUNITY CAPITAL CORP,CYL,31913,3,20363C10,21.35,100.0,-0.004662,21.2,21.35,3908.0,,-0.010534
81590,1998-02-11,6710,94975910,WEFC,WELLS FINANCIAL CORP,WEFC,13667,3,94975920,-18.0,0.0,-0.013699,17.75,18.25,1959.0,0.0,0.002117
14795,2001-05-04,3562,88738910,TKR,TIMKEN COMPANY,,21758,1,88738910,17.47,74100.0,0.015698,,,59990.0,,0.010745999999999999
80204,2000-06-06,5032,57328410,MLM,MARTIN MARIETTA MATERIALS INC,,30260,1,57328410,49.6875,177600.0,0.005057,49.5,49.8125,46758.0,,0.0026920000000000004
77606,2006-03-01,5311,50025510,KSS,KOHLS CORP,KSS,29494,1,50025510,48.77,3216200.0,0.013719,48.76,48.79,344753.0,,0.009078
18542,2006-09-28,3531,14912310,CAT,CATERPILLAR INC,CAT,20408,1,14912310,66.59,5875900.0,0.013855000000000001,66.49,66.52,655748.0,,0.001176
76928,2006-03-24,4720,55266K10,,M B SOFTWARE CORP NEW,,10836,3,79957L10,,,B,,,11613.0,,0.006016
85836,1999-05-11,7370.0,59509410,MUSE,MICROMUSE INC,MUSE,15970,3,59509410,37.625,435560.0,0.048780,37.5,37.625,15880.0,143.0,0.006321
85015,1997-11-06,1730.0,45092010,IWLC,I W L COMMUNICATIONS INC,IWLC,15525,3,45092010,11.25,1350.0,0.000000,10.5,11.25,3754.0,6.0,-0.001748
86778,1999-07-21,3820,55306N10,MKSI,M K S INSTRUMENTS INC,MKSI,16455,3,55306N10,21.75,10300.0,0.000000,21.25,21.75,24053.0,13.0,0.003005
80861,1999-09-09,3663,12692510,TTV,CABLETEL COMMUNICATIONS CORP,,30472,2,12692510,2.375,4600.0,-0.025641,,,6545.0,,0.005568
80054,2001-02-02,5490,42221F10,,HEALTHRITE INC,,12740,1,58470H10,,,B,,,5345.0,,-0.009217
23182,2005-08-15,4923,16530310,CPK,CHESAPEAKE UTILITIES CORP,CPK,892,1,16530310,30.6,7300.0,0.016274,30.65,30.73,5800.0,,0.00242
89541,2003-06-18,4612,29250X10,EEQ,ENBRIDGE ENERGY MGMT L L C,EEQ,43627,1,29250X10,44.26,37500.0,-0.017536,44.25,44.38,9454.0,,0.001248
82637,2004-06-16,2911,26874R10,E,E N I SPA,E,31192,1,26874R10,106.01,70900.0,-0.002634,106.03,106.57,7504.0,,0.0018059999999999999
88175,2002-03-28,3220,55024L10,LUMM,LUMENON INNOVATIVE LTWVE TECH IN,LUMM,37169,3,55024L10,0.38,514656.0,0.027027,0.37,0.38,40984.0,195.0,0.00555
83875,1997-10-15,8980,45631410,IDSA,INDUSTRIAL SERVICES OF AM INC,IDSA,14932,3,45631410,6.75,445.0,0.018868,6.375,6.75,1930.0,1.0,-0.000331
84062,2002-12-17,5810.0,16788910,CHGO,CHICAGO PIZZA & BREWERY INC,CHGO,15025,3,09180C10,6.9,419042.0,-0.014286,6.89,6.91,19305.0,439.0,-0.00543
79315,2004-04-22,2330,16444H10,CHKE,CHEROKEE INC DEL NEW,CHKE,10962,3,03755M30,23.17,7696.0,0.010908,23.03,23.32,8603.0,34.0,0.010784
76737,1996-10-11,3670,59512710,MCRN,MICRONICS COMPUTERS INC,MCRN,11027,3,59512710,2.4375,9800.0,0.026316000000000003,2.3125,2.4375,13866.0,7.0,0.003214
81878,1997-12-18,3220,01625110,MASK,ALIGN RITE INTERNATIONAL INC,MASK,13864,3,01625110,13.5625,74430.0,0.014019,13.5,13.5625,4437.0,57.0,-0.007945
76638,2006-08-23,2337,48007410,JNY,JONES APPAREL GROUP INC,JNY,29019,1,48020T10,30.41,1131700.0,0.010298999999999999,30.37,30.38,112826.0,,-0.00609
56952,2001-07-10,4924,14733910,CGC,CASCADE NATURAL GAS CORP,,20403,1,14733910,19.31,20600.0,0.001556,19.3,19.32,11045.0,,-0.009419
11927,1997-05-28,3840,76123010,RESP,RESPIRONICS INC,RESP,9777,3,76123010,19.859379999999998,207763.0,0.005538,19.5,20.0,19701.0,212.0,0.003207
89490,2003-08-13,6726.0,27827Y10,ENX,EATON VANCE INSD NY MUNI BD FD,ENX,43458,2,27827Y10,13.74,17700.0,-0.018571,13.67,13.75,13725.0,,0.002129
75600,2004-09-16,6726,67062P10,NPP,NUVEEN PERFORM PLUS MUN FD INC,NPP,22083,1,67062P10,14.84,69600.0,0.002703,14.81,14.84,59914.0,,0.006377000000000001
10182,1997-11-20,5080,87823710,TECD,TECH DATA CORP,TECD,8125,3,87823710,42.0,184313.0,0.000000,42.0,42.0625,44450.0,177.0,0.004899000000000001
86967,2000-05-11,7310,37184T10,GENI,GENESISINTERMEDIA COM,GENI,16582,3,37184Y10,15.875,16800.0,-0.007813,15.5,15.875,5315.0,50.0,0.013091
85602,1998-08-20,3312,20440W10,SID,COMPANHIA SIDERURGICA NACIONAL,,32143,1,20440W10,19.0625,1400.0,-0.025559,18.25,19.375,5604.0,,-0.006842
85991,2003-02-24,4810,52729N10,LVLT,LEVEL 3 COMMUNICATIONS INC,LVLT,16033,1,52729N30,5.09,1047563.0,-0.009728,5.1,5.11,451459.0,1670.0,-0.009059999999999999
79611,1996-10-08,5090,62458010,MOVA,MOVADO GROUP INC,MOVA,27626,1,62458010,26.5,60400.0,0.049505,26.0,26.5,3419.0,30.0,-0.001713
44134,1996-01-16,3339,48917010,KMT,KENNAMETAL INC,,21045,1,48917010,32.0,72500.0,-0.007752,31.75,32.375,26624.0,,0.000365
46340,2000-05-08,2761,78644910,SFE,SAFEGUARD SCIENTIFICS INC,,21551,1,78644920,42.5,605000.0,-0.039548,,,114998.0,,-0.006954999999999999
89792,2006-10-02,2541.0,14956810,CVCO,CAVCO INDUSTRIES INC DEL,CVCO,44168,3,14956810,30.65,24064.0,-0.027293,30.65,30.86,6359.0,153.0,-0.005594
76869,1997-02-10,7310,00674310,,ADDVANTAGE MEDIA GROUP INC,,11029,3,00674330,,,B,,,3629.0,,-0.004757
88420,2001-02-16,8731,03823E10,AMEV,APPLIED MOLECULAR EVOLUTION INC,AMEV,37916,3,03823E10,12.5,81500.0,0.000000,12.4375,12.5,22392.0,33.0,-0.014247999999999999
77205,2005-10-28,2830,09161R10,BIOM,BIOMIRA INC,BIOM,11210,3,14740B60,1.29,170080.0,0.023810,1.27,1.28,72545.0,430.0,0.009761
88954,2001-10-23,4931,03840J10,ILA,AQUILA INC DEL,,41445,1,03840J10,24.0,130200.0,-0.016393,23.89,24.2,19975.0,,0.000496
78081,2002-02-28,2830,53220K20,LGND,LIGAND PHARMACEUTICALS INC,LGND,11806,3,53220K50,14.36,232093.0,-0.026441,14.36,14.37,64545.0,367.0,-0.001053
24205,2006-08-28,4911,30257110,FPL,F P L GROUP INC,FPL,20684,1,65339F10,44.2,2335200.0,0.003177,44.23,44.24,404257.0,,0.005268999999999999
84281,1999-07-14,2830,92824110,VPHM,VIROPHARMA INC,VPHM,15155,3,92824110,19.125,22609462.0,0.492683,19.125,19.1875,11572.0,44136.0,0.005843
77440,1998-07-14,3660,78477610,STMI,S T M WIRELESS INC,STMI,11427,3,78477610,9.625,4280.0,0.000000,9.625,10.0,7041.0,8.0,0.002841
69534,2005-05-17,173,55307U10,NUT,M L MACADAMIA ORCHARDS LP,NUT,21170,1,55307U10,6.06,1600.0,-0.001647,6.01,6.07,7500.0,,0.003165
69067,1997-08-29,6726,72090410,PBS,PILGRIM AMERICA BK & TRFT FD INC,,21406,1,72090410,21.25,49300.0,0.005917,21.125,21.4375,14141.0,,0.003515
77007,2004-09-28,5960,92047K10,VVTV,VALUEVISION MEDIA INC,VVTV,11005,3,45246520,13.28,68904.0,-0.005988,13.27,13.28,36749.0,373.0,0.006534999999999999
11263,1996-02-15,6030,32051C10,FSPG,FIRST HOME SAVINGS BANK F S B,FSPG,9112,3,32051B10,17.75,500.0,0.000000,17.75,18.5,2030.0,1.0,0.002116
77606,2000-10-25,5311,50025510,KSS,KOHLS CORP,,29494,1,50025510,51.75,1375699.0,-0.033839,,,330842.0,,-0.015678
79885,2000-10-31,6030,92935810,WVFC,WVS FINANCIAL CORP,WVFC,12618,3,92935810,-12.40625,0.0,0.017949,12.3125,12.5,2846.0,0.0,0.021840000000000002
77099,2006-12-18,2836,29081710,EMBX,EMBREX INC,EMBX,11185,3,29081710,16.89,29844.0,0.002374,16.86,16.88,8388.0,84.0,-0.0071530000000000005
47571,2005-04-07,5020,49285410,KEQU,KEWAUNEE SCIENTIFIC CORP,KEQU,2527,3,49285410,7.69,300.0,0.015852,7.69,7.91,2492.0,3.0,0.005046
88729,2002-02-28,3629,44888210,HYGS,HYDROGENICS CORP,HYGS,40202,3,44888320,6.41,120705.0,-0.089489,6.41,6.47,48121.0,369.0,-0.001053
11005,2000-09-13,7812,18151210,DCPI,CLARK DICK PRODTNS INC,DCPI,8877,3,18151210,-11.75,0.0,0.000000,11.25,12.25,9281.0,0.0,0.000306
24046,1999-12-20,4832,18450210,CCU,CLEAR CHANNEL COMMUNICATIONS INC,,6996,1,18450210,86.75,1309099.0,0.014805,86.5,86.875,338500.0,,-0.001274
81504,1997-11-26,4210.0,69393410,PSTV,P S T VANS INC,PSTV,13602,3,69393410,4.75,3700.0,0.000000,4.5,4.75,4240.0,5.0,0.001513
33372,2003-10-08,6790,29459230,EQTX,EQUITEX INC,EQTX,5932,3,29459240,0.9,11700.0,-0.042553,0.9,0.93,29390.0,16.0,-0.00134
78743,2002-05-16,3690,M2051410,BVRT,B V R TECHNOLOGIES LTD,BVRT,11016,3,M2051410,0.38,7531.0,0.070422,0.35,0.38,9837.0,12.0,-0.0009660000000000001
88511,2002-04-02,2836,23126910,CRIS,CURIS INC,CRIS,38412,3,23126920,1.83,149329.0,-0.046875,1.86,1.89,32329.0,141.0,-0.004695
82279,1998-07-16,2033,81707050,SENEA,SENECA FOODS CORP NEW,SENEA,3659,3,81707050,14.5,400.0,0.074074,13.5,14.75,3188.0,1.0,0.003699
80949,1996-03-19,8040.0,74293910,PSCM,PROFESSIONAL SPORTS CARE MGMT IN,PSCM,13319,3,74293910,6.375,3500.0,0.000000,6.375,6.625,7670.0,6.0,0.0017059999999999998
65947,2004-05-05,6798,42217K10,HCN,HEALTH CARE REIT INC,HCN,2105,1,95040Q10,32.01,218200.0,-0.020801,32.07,32.14,51099.0,,0.003218
79561,2003-05-07,6726,69338810,PCM,P I M C O COMMERCIAL MS TR INC,PCM,29947,1,69323T10,14.31,7100.0,-0.010373,14.21,14.3,11100.0,,0.00044699999999999997
18729,2002-02-20,2844,19416210,CL,COLGATE PALMOLIVE CO,CL,20473,1,19416210,56.19,1267600.0,0.010612,55.87,56.41,551717.0,,0.004971
90939,2005-11-21,7812.0,86537810,SUF,SULPHCO INC,SUF,47868,2,86537810,4.23,422600.0,0.060150,4.23,4.25,56644.0,,0.006370000000000001
75466,2000-11-27,6082,96121430,WBK,WESTPAC BANKING CORP,,22027,1,96121430,36.4375,54600.0,0.005172,36.25,36.625,2163.0,,-0.004631000000000001
48486,2006-10-17,3670,51280710,LRCX,LAM RESH CORP,LRCX,7013,3,51280710,50.94,5037195.0,-0.021889,50.86,50.91,142192.0,18493.0,-0.004043
58421,2003-11-19,3312,35843510,FRD,FRIEDMAN INDUSTRIES INC,FRD,1824,2,35843510,3.14,500.0,0.026144,3.02,3.1,7573.0,,0.003848
90218,2006-12-20,5813.0,91821K10,PTT,V C G HOLDING CORP,PTT,45292,3,91821K10,4.5,153000.0,0.044108,4.48,4.52,9176.0,,0.00235
86165,1998-06-16,8741,33591420,FPGP,FIRST PRIORITY GROUP INC,FPGP,16147,3,02151310,6.1875,3450.0,0.031250,6.0625,6.3125,8232.0,4.0,0.006332
79501,1997-03-31,7370,50132110,KURZ,KURZWEIL APPLIED INTLLIGNCE INC,KURZ,12363,3,50132110,2.9375,96868.0,-0.020833,2.8125,3.0,9062.0,46.0,-0.012759999999999999
80530,1997-04-16,3690,36112910,FUSN,FUSION SYSTEMS CORP,FUSN,13064,3,36112910,26.875,41725.0,-0.040179,26.75,27.625,7479.0,35.0,-0.000331
86419,2005-11-10,6020,19723110,CBBO,COLUMBIA BANCORP ORE,CBBO,16311,3,19723110,21.77,1100.0,0.002302,21.72,21.84,8937.0,2.0,0.002293
80087,2002-09-11,5122,40048P10,SAB,GRUPO CASA SABA S A DE C V,SAB,30075,1,40048P10,8.0,500.0,0.012657999999999999,7.7,8.04,2413.0,,0.0024289999999999997
86414,2002-07-26,4813,85206150,PCS,SPRINT CORP,PCS,21833,1,85206150,3.0,46471000.0,-0.189189,2.94,2.95,674209.0,,0.007121
82196,2006-06-16,1311,24791620,DNR,DENBURY RESOURCES INC,DNR,13960,1,24791620,28.53,1332400.0,0.011344,28.46,28.55,119056.0,,-0.005124
76710,2000-06-08,3840,68858210,OSTE,OSTEOTECH INC,OSTE,10988,3,68858210,11.0,194808.0,-0.032967,10.9375,11.0,14240.0,259.0,0.001024
79107,1999-08-11,3080,78647510,SAFT,SAFETY 1ST INC,SAFT,12082,3,78647510,7.75,9574.0,0.097345,7.625,7.75,7231.0,27.0,0.008749
12118,2006-09-19,3651,03760F10,ATA,APOGEE TECHNOLOGY INC,ATA,9861,2,03760F10,-0.82,0.0,0.000000,0.81,0.83,11968.0,,-0.003654
84372,2001-03-27,3571,62886E10,NCR,N C R CORP NEW,,31832,1,62886E10,39.98,442800.0,-0.007201,,,96431.0,,0.009025
80856,2000-10-06,6030,94769210,WCFB,WEBSTER CITY FED BANCORP IOWA,WCFB,13264,3,94769210,-12.5,0.0,0.052632,11.625,13.375,1935.0,0.0,-0.017421000000000002
75857,1997-05-19,3672,83418210,SLR,SOLECTRON CORP,,10371,1,83418210,59.625,62800.0,0.010593,59.375,60.125,54403.0,,0.001997
70156,2000-07-24,6211,14169010,CNE,CAREERENGINE NETWORK INC,,21169,2,1261EP10,1.5625,2400.0,-0.107143,,,5439.0,,-0.009734
10192,2001-05-16,4210,55353310,MSCA,M S CARRIERS INC,MSCA,8131,3,55353310,28.71,14519.0,-0.010000,28.71,28.99,11234.0,46.0,0.009951999999999999
85552,2001-09-19,1310.0,44779E10,HHLF,HURRICANE HYDROCARBONS LTD,HHLF,15830,1,71649P10,5.7,51585.0,-0.054726,5.57,5.7,44512.0,101.0,-0.024003999999999998
81610,2006-09-26,4940,G2377310,CWCO,CONSOLIDATED WATER CO LTD,CWCO,13733,3,G2377310,25.17,52121.0,0.006800,25.31,25.39,12388.0,333.0,0.003932
12139,1997-11-05,6020,14416210,CSBK,CAROLINA SOUTHERN BK SPARTANBURG,CSBK,9877,3,14416210,-21.625,0.0,0.000000,20.75,22.5,2176.0,0.0,0.004465
89290,2004-10-01,3679,87157D10,SYNA,SYNAPTICS INC,SYNA,42651,3,87157D10,21.66,1143017.0,0.074405,21.65,21.64,25165.0,3034.0,0.013046
46923,2002-10-04,1311,74158E10,PNRG,PRIMEENERGY CORP,PNRG,2577,3,74158E10,-8.5,0.0,0.030302999999999997,8.0,9.0,3715.0,0.0,-0.016284
38608,1997-01-31,2082,37160120,GENBB,GENESEE CORP,GENBB,1927,3,37160120,-41.625,0.0,0.021472,40.75,42.5,1407.0,0.0,0.005083
84206,1997-01-15,3840,M3760510,EMITF,ELBIT MEDICAL IMAGING LTD,EMITF,15191,3,M3760512,5.125,10000.0,0.000000,4.9375,5.125,21386.0,5.0,0.00033
76088,2003-05-06,4613,87238410,TPP,T E P P C O PARTNERS L P,TPP,26030,1,87238410,31.77,173100.0,-0.020653,31.72,31.77,57751.0,,0.008582
76677,1996-08-26,6331,62835110,MM,MUTUAL RISK MANAGEMENT LTD,,29035,1,62835110,31.0,25100.0,-0.011951999999999999,30.625,31.125,18059.0,,-0.001029
78201,2000-10-06,7370,M5733B10,SISG,INTERNATIONAL SOFTWARE GRP INC,SISG,11867,3,M1533212,8.875,58430.0,-0.065789,8.8125,8.9375,8532.0,80.0,-0.017421000000000002
85183,1999-06-29,6030,36226310,GOSB,G S B FINANCIAL CORP,GOSB,15585,3,36226310,-14.375,0.0,0.000000,14.25,14.5,2163.0,0.0,0.007706
85991,2002-05-01,4810,52729N10,LVLT,LEVEL 3 COMMUNICATIONS INC,LVLT,16033,1,52729N30,3.62,3115814.0,-0.112745,3.62,3.63,393103.0,2665.0,0.001006
80633,2002-08-29,6030,40424G10,HMNF,H M N FINANCIAL INC,HMNF,13187,3,40424G10,18.0,4500.0,0.000056,17.75,18.0,4427.0,7.0,0.003511
26650,1998-01-30,174,21022610,CTO,CONSOLIDATED TOMOKA LAND CO,,1177,1,22948Q10,-17.8125,0.0,-0.0034969999999999997,17.25,18.375,6372.0,,0.0037329999999999998
